;uuid;giorno_min;giorno_max;durata_vita;conteggio_giorni_totale;site_giallozafferano;site_repubblica;site_subito;site_ansa;site_kijiji;site_corriere;site_ebay;site_pianetadonna;site_aranzulla;site_greenme;site_gazzetta;site_sole24ore;site_pourfemme;site_alfemminile;site_corrieresport;site_cookaround;site_autoscout;site_staseratv;prima_citta;browser_name;device_name;os_name
168;169;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CN;Chrome Mobile;Mobile;Android
169;170;31/05/19;10/06/19;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
170;171;18/06/18;27/05/19;344;66;31;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;ITA-MI;Chrome;Desktop and Laptop;Windows 10
171;172;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
172;173;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome Mobile;Mobile;Android
173;174;18/04/19;17/05/19;30;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PI;Safari 12;Desktop and Laptop;Mac OS X
174;175;27/05/19;16/06/19;21;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ITA-NA;Mobile Safari 12;Mobile;iPhone
175;176;02/04/19;06/06/19;66;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
176;177;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BA;Chrome Mobile;Mobile;Android
177;178;28/04/19;20/05/19;23;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CZ;Firefox 4+;Desktop and Laptop;Windows 10
178;179;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SA;Firefox 4+;Desktop and Laptop;Windows 7
179;180;22/05/19;01/06/19;11;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TA;Explorer 11;Desktop and Laptop;Windows 10
180;181;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SV;Chrome Mobile;Mobile;Android
181;182;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CS;Mobile Safari 12;Mobile;iPhone
182;183;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PC;Safari 12;Desktop and Laptop;Mac OS X
183;184;23/05/19;11/06/19;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Safari 12;Desktop and Laptop;Mac OS X
184;185;11/01/19;23/05/19;133;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Edge;Desktop and Laptop;Windows 10
185;186;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Mac OS X
186;187;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
187;188;01/06/17;15/06/19;745;286;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;;Edge;Desktop and Laptop;Windows 10
188;189;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Tablet;Android
189;190;27/05/19;29/05/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
190;191;03/04/19;02/06/19;61;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AV;Mobile Safari 12;Mobile;iPhone
191;192;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
192;193;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
193;194;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;ITA-BN;Chrome;Desktop and Laptop;Windows 10
194;195;17/08/18;04/06/19;292;52;3;7;0;5;0;0;1;0;0;0;11;0;0;0;0;0;0;0;ITA-PR;Chrome;Desktop and Laptop;Windows 7
195;196;14/04/19;09/06/19;57;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CO;Chrome Mobile;Mobile;Android
196;197;14/05/19;06/06/19;24;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
197;198;08/12/18;22/05/19;166;45;0;0;0;0;0;0;6;0;2;0;1;0;0;0;1;0;0;0;ITA-FI;Mobile Safari 12;Tablet;iPad
198;199;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RA;Chrome Mobile;Mobile;Android
199;200;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
200;201;05/06/19;10/06/19;6;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
201;202;27/01/19;11/06/19;136;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ITA-RM;Mobile Safari 12;Mobile;iPhone
202;203;01/06/17;09/06/19;739;610;13;1;0;5;0;8;0;1;0;1;8;3;0;2;17;0;0;0;ITA-RM;;;
203;204;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
204;205;19/01/19;11/06/19;144;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
205;206;02/02/19;15/06/19;134;32;2;0;0;0;0;0;0;2;0;0;0;1;0;0;1;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
206;207;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
207;208;30/08/18;05/06/19;280;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome Mobile;Mobile;Android
208;209;15/06/19;16/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
209;210;29/04/19;23/05/19;25;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Explorer 11;Desktop and Laptop;Windows 10
210;211;10/06/19;10/06/19;1;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Edge;Desktop and Laptop;Windows 10
211;212;30/05/19;14/06/19;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 8
212;213;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AN;Firefox 4+;Desktop and Laptop;Windows 7
213;214;01/06/17;09/06/19;739;151;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MO;Chrome Mobile;Mobile;Android
214;215;09/07/18;16/06/19;343;133;0;1;1;10;1;1;0;0;0;0;3;1;0;0;9;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
215;216;16/05/19;04/06/19;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-ME;;Mobile;Android
216;217;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-IM;Safari 12;Desktop and Laptop;Mac OS X
217;218;02/06/19;09/06/19;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PE;Chrome Mobile;Mobile;Android
218;219;21/04/19;19/05/19;29;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Chrome Mobile;Mobile;Android
219;220;30/04/19;23/05/19;24;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
220;221;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
221;222;21/04/19;21/05/19;31;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 11;Tablet;iPad
222;223;14/05/19;31/05/19;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Mobile Safari 11;Mobile;iPhone
223;224;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CA;Chrome;Desktop and Laptop;Windows XP
224;225;03/04/19;22/05/19;50;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LE;Safari 12;Desktop and Laptop;Mac OS X
225;226;21/01/19;10/06/19;141;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-UD;Chrome Mobile;Mobile;Android
226;227;07/06/19;07/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Safari 12;Desktop and Laptop;Mac OS X
227;228;18/05/19;28/05/19;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome Mobile;Mobile;Android
228;229;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Firefox 4+;Desktop and Laptop;Windows 7
229;230;19/05/19;05/06/19;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome;Desktop and Laptop;Windows 10
230;231;16/05/19;16/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Safari 12;Desktop and Laptop;Mac OS X
231;232;03/01/19;13/06/19;162;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VR;Chrome;Desktop and Laptop;Windows 10
232;233;25/03/19;23/05/19;60;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BT;;Mobile;Android
233;234;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Explorer 11;Desktop and Laptop;Windows 7
234;235;22/05/19;16/06/19;26;21;0;0;0;0;0;0;0;0;0;0;0;0;1;17;0;0;0;0;ITA-RM;Mobile Safari 10;Tablet;iPad
235;236;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome;Desktop and Laptop;Windows 10
236;237;04/01/19;02/06/19;150;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 11;Mobile;iPhone
237;238;02/02/19;16/06/19;135;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TP;Chrome Mobile;Mobile;Android
238;239;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome;Desktop and Laptop;Windows 8
239;240;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Opera 15+;TV;Linux
240;241;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
241;242;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BO;Explorer 11;Desktop and Laptop;Windows 8.1
242;243;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
243;244;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 8.1
244;245;19/05/19;14/06/19;27;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome Mobile;Mobile;Android
245;246;25/05/19;25/05/19;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Safari 12;Desktop and Laptop;Mac OS X
246;247;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PV;Chrome Mobile;Mobile;Android
247;248;27/05/19;27/05/19;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
248;249;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Tablet;iPad
249;250;13/05/19;27/05/19;15;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FC;;Tablet;iPad
250;251;24/05/19;24/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CE;Mobile Safari 7;Mobile;Android
251;252;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Chrome Mobile;Mobile;Android
252;253;06/06/19;06/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Explorer 11;Desktop and Laptop;Windows 7
253;254;11/05/19;25/05/19;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
254;255;25/06/18;11/06/19;352;135;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;
255;256;06/10/18;12/06/19;250;110;0;31;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;ITA-BO;Chrome Mobile;Mobile;Android
256;257;19/05/19;04/06/19;17;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
257;258;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
258;259;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;Windows 10
259;260;08/06/19;08/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome;Desktop and Laptop;Windows 10
260;261;22/03/18;16/06/19;452;435;0;162;1;2;0;1;0;0;5;0;387;0;0;0;0;0;0;2;ITA-MI;;;
261;262;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
262;263;12/06/19;12/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
263;264;27/04/19;30/05/19;34;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
264;265;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
265;266;11/06/19;13/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-CA;Safari 12;Desktop and Laptop;Mac OS X
266;267;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Chrome;Desktop and Laptop;Windows 10
267;268;04/06/19;05/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
268;269;30/03/19;07/06/19;70;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
269;270;14/04/19;26/05/19;43;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-TO;Chrome Mobile;Mobile;Android
270;271;25/03/19;16/06/19;84;84;0;3;0;11;0;0;0;0;12;0;21;0;2;5;0;0;0;10;ITA-PG;Mobile Safari 12;Mobile;iPhone
271;272;15/06/19;15/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
272;273;21/02/19;06/06/19;106;22;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;ITA-CA;Chrome Mobile;Mobile;Android
273;274;23/12/18;16/06/19;176;168;0;2;0;6;0;7;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Mobile Safari 12;Mobile;iPhone
274;275;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 10
275;276;26/05/19;27/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Chrome Mobile;Mobile;Android
276;277;14/06/19;16/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PV;Chrome Mobile;Mobile;Android
277;278;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PI;Chrome;Desktop and Laptop;Windows 10
278;279;02/06/19;03/06/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BG;Firefox 4+;Desktop and Laptop;Windows 10
279;280;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Explorer 11;Desktop and Laptop;Windows 7
280;281;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome;Tablet;Android
281;282;27/05/19;27/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RE;Explorer 11;Desktop and Laptop;Windows 8.1
282;283;23/05/19;23/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome;Desktop and Laptop;
283;284;02/05/19;17/05/19;16;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;ITA-NA;Chrome;Desktop and Laptop;Windows 7
284;285;25/05/19;15/06/19;22;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-SS;Chrome Mobile;Mobile;Android
285;286;10/06/19;10/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
286;287;07/05/19;08/06/19;33;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome Mobile;Mobile;Android
287;288;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
288;289;19/05/19;14/06/19;27;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Mobile Safari 12;Mobile;iPhone
289;290;22/06/18;12/06/19;356;121;0;0;0;3;0;0;0;0;0;1;3;1;0;0;2;0;0;0;ITA-AT;Chrome Mobile;Mobile;Android
290;291;02/06/19;02/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;unknown;Unknown;
291;292;03/06/17;15/06/19;743;171;0;3;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;ITA-CZ;Chrome;Desktop and Laptop;Windows 8
292;293;29/05/19;29/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
293;294;16/02/19;05/06/19;110;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome;Desktop and Laptop;Windows 8.1
294;295;13/07/18;15/06/19;338;172;0;7;0;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;ITA-MI;;Mobile;iPhone
295;296;22/05/19;22/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-FI;Edge;Desktop and Laptop;Windows 10
296;297;16/06/19;16/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RE;Chrome;Tablet;Android
297;298;04/02/19;30/05/19;116;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;ITA-RM;Chrome Mobile;Mobile;Android
298;299;20/05/19;22/05/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BI;Chrome;Desktop and Laptop;Windows 10
299;300;11/06/19;11/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Safari 12;Desktop and Laptop;Mac OS X
300;301;05/05/19;09/06/19;36;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PD;Chrome Mobile;Mobile;Android
301;302;14/06/19;14/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Safari 10;Desktop and Laptop;Mac OS X
302;303;20/05/19;21/05/19;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PG;Firefox 4+;Desktop and Laptop;Windows 7
303;304;20/05/19;20/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VA;Chrome;Desktop and Laptop;Windows 7
304;305;05/05/19;26/05/19;22;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
305;306;05/06/19;05/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Mobile Safari 11;Mobile;iPhone
306;307;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MB;Safari 5;Desktop and Laptop;Linux
307;308;03/06/19;03/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-LE;Chrome;Desktop and Laptop;Mac OS X
308;309;25/05/19;25/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
309;310;05/09/18;16/06/19;285;274;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VE;Chrome Mobile;Mobile;Android
310;311;14/06/19;16/06/19;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;Safari 12;Desktop and Laptop;Mac OS X
311;312;20/06/18;14/06/19;360;128;10;2;1;6;0;5;0;0;0;0;0;1;0;0;2;0;0;2;ITA-MO;Mobile Safari 10;;
312;313;21/05/19;21/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
313;314;17/05/19;17/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
314;315;22/06/18;26/05/19;339;88;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-BS;Chrome Mobile;Mobile;Android
315;316;16/05/19;28/05/19;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
316;317;25/04/19;02/06/19;39;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RA;Chrome Mobile;Mobile;Android
317;318;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
318;319;31/01/19;14/06/19;135;30;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VI;;Mobile;iPhone
319;320;22/05/19;30/05/19;9;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-MI;Chrome;Desktop and Laptop;Windows 7
320;321;01/06/19;13/06/19;13;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-PA;Chrome Mobile;Mobile;Android
321;322;04/06/19;04/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Explorer 11;Desktop and Laptop;Windows 7
322;323;01/06/19;01/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-RM;Safari 12;Desktop and Laptop;Mac OS X
323;324;30/04/18;04/06/19;401;112;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;30;ITA-TV;Mobile Safari 11;Mobile;iPhone
324;325;08/05/19;18/05/19;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-VT;Safari 12;Desktop and Laptop;Mac OS X
325;326;06/05/18;11/06/19;402;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;ITA-MI;Chrome Mobile;Mobile;
326;327;21/12/17;04/06/19;531;257;25;1;0;0;0;0;0;3;0;3;0;1;0;0;0;0;0;0;ITA-FI;;;Android
327;328;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 9;Mobile;iPhone
328;329;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 11;Mobile;iPhone
329;330;26/05/19;26/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-AN;Mobile Safari 12;Mobile;iPhone
330;331;22/03/19;19/05/19;59;14;0;3;0;2;0;0;0;0;0;0;0;0;0;0;3;0;0;0;ITA-RM;Chrome;Desktop and Laptop;Windows 10
331;332;18/05/19;18/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
332;333;20/06/18;09/06/19;355;117;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;ITA-NA;Chrome Mobile;Mobile;Android
333;334;11/06/17;15/06/19;735;140;18;0;0;0;0;0;0;4;0;0;0;0;4;7;0;1;0;0;ITA-BS;;Tablet;iPad
334;335;14/10/18;14/06/19;244;63;0;0;0;3;0;0;0;0;2;0;0;1;0;0;0;0;0;0;ITA-TO;Chrome;Desktop and Laptop;Windows 10
335;336;30/11/18;11/06/19;194;62;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;ITA-PE;Chrome Mobile;Mobile;Android
336;337;13/06/19;13/06/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
337;338;31/05/19;31/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Mobile Safari 12;Mobile;iPhone
338;339;23/03/19;16/06/19;86;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;Chrome Mobile;Mobile;Android
339;340;19/05/19;19/05/19;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ITA-GE;Chrome Mobile;Mobile;Android
